Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
02.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,6Y,6,0.857513611688926
02.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,7Y,7,0.831358463116806
02.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,8Y,8,0.804954159454066
02.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,9Y,9,0.778301338710213
02.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,10Y,10,0.752057897850836
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,1W,0.0192,0.999580852929028
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,2W,0.0384,0.999194495069992
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,1M,0.0833,0.998461801170239
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,2M,0.1666,0.996875548131845
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,3M,0.2499,0.995257448740839
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,6M,0.4998,0.990497859055011
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,9M,0.7497,0.986006801336736
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,1Y,1,0.978813564715008
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,2Y,2,0.956839756824224
03.02.2026,EUR-DISCOUNT-USD-CSA,Дисконтная,3Y,3,0.932897794683841
